frame,class,conf,x1,y1,x2,y2
64,71,0.27612656354904175,1048,769,1252,884
64,45,0.2581465244293213,1050,769,1252,884
65,41,0.44629788398742676,44,750,111,841
65,39,0.3833085894584656,1325,648,1367,759
65,71,0.2762032449245453,1048,769,1252,884
65,45,0.2587343454360962,1049,769,1252,885
66,41,0.44077250361442566,44,750,111,841
66,39,0.38162824511528015,1325,648,1367,759
66,71,0.2750782072544098,1048,769,1252,884
66,45,0.2558075487613678,1049,769,1252,885
67,41,0.4411808252334595,44,750,111,841
67,39,0.381374329328537,1325,648,1367,759
67,71,0.27665504813194275,1048,769,1252,884
67,45,0.25745779275894165,1049,769,1252,885
68,41,0.44080623984336853,44,750,111,841
68,39,0.3819679617881775,1325,648,1367,759
68,71,0.27399948239326477,1048,769,1252,884
68,45,0.255929559469223,1049,769,1252,885
69,41,0.44116780161857605,44,750,111,841
69,39,0.3798677921295166,1325,648,1367,759
69,71,0.27335086464881897,1048,769,1252,884
69,45,0.2562605142593384,1049,769,1252,885
70,41,0.4416171908378601,44,750,111,841
70,39,0.3760017454624176,1325,648,1367,759
70,71,0.27308890223503113,1048,769,1252,884
70,45,0.2542378604412079,1049,769,1252,884
71,41,0.44340986013412476,44,750,111,841
71,39,0.3783750534057617,1325,648,1367,759
71,71,0.27726462483406067,1048,769,1252,884
71,45,0.25514310598373413,1049,769,1252,885
72,41,0.44318002462387085,44,750,111,841
72,39,0.3785577118396759,1325,648,1367,759
72,71,0.2778141498565674,1048,769,1252,884
72,45,0.2550656497478485,1049,769,1252,885
73,41,0.4442295730113983,44,750,111,841
73,39,0.37862759828567505,1325,648,1367,759
73,71,0.2778172492980957,1048,769,1252,884
73,45,0.25706711411476135,1049,769,1252,885
74,41,0.4432516396045685,44,750,111,841
74,39,0.37979358434677124,1325,648,1367,759
74,71,0.27774661779403687,1048,769,1252,884
74,45,0.2563473582267761,1049,769,1252,885
75,41,0.45005202293395996,44,750,111,841
75,39,0.3780117630958557,1325,648,1367,759
75,71,0.2754782736301422,1048,769,1252,884
75,45,0.2514367997646332,1049,769,1252,885
76,41,0.44985297322273254,44,750,111,841
76,39,0.37864673137664795,1325,648,1367,759
76,71,0.27412623167037964,1048,769,1252,884
76,45,0.2529467046260834,1049,769,1252,885
77,41,0.4510445296764374,44,750,111,841
77,39,0.37887832522392273,1325,648,1367,759
77,71,0.27545398473739624,1048,769,1252,884
77,45,0.2522248923778534,1049,769,1252,885
78,41,0.4408337473869324,44,750,111,841
78,39,0.37396275997161865,1325,648,1367,759
78,71,0.2710920572280884,1048,769,1252,884
78,45,0.2512094974517822,1049,769,1252,885
79,41,0.44429266452789307,44,750,111,841
79,39,0.37545913457870483,1325,648,1367,759
79,71,0.27168169617652893,1048,769,1252,884
79,45,0.25321096181869507,1049,769,1252,885
80,41,0.44886186718940735,44,750,111,841
80,39,0.37629246711730957,1325,648,1367,759
80,71,0.2721240818500519,1048,769,1252,884
80,45,0.2529456615447998,1049,769,1252,885
81,41,0.4445286691188812,44,750,111,841
81,39,0.3759883642196655,1325,648,1367,759
81,71,0.2727464735507965,1048,769,1252,884
81,45,0.25397151708602905,1049,769,1252,885
81,72,0.252041220664978,1,15,1672,1014
82,41,0.44078394770622253,44,750,111,841
82,39,0.3760732114315033,1325,648,1367,759
82,71,0.2724759578704834,1048,769,1252,884
82,72,0.25292065739631653,1,15,1672,1014
82,45,0.25273725390434265,1049,769,1252,885
83,39,0.49190905690193176,1325,648,1368,759
83,41,0.4402684271335602,44,750,111,841
83,39,0.3353610932826996,1375,656,1439,761
83,71,0.3328102231025696,1049,769,1253,885
84,41,0.2939402163028717,44,750,112,846
85,72,0.2591695785522461,1650,178,1918,1068
86,41,0.4360908269882202,45,749,110,840
86,39,0.38963067531585693,1324,648,1368,759
86,71,0.34606635570526123,1049,769,1253,885
87,41,0.4313986599445343,45,749,110,840
87,39,0.3888653814792633,1324,648,1368,759
87,71,0.34127479791641235,1049,769,1253,885
88,39,0.5748378038406372,1324,651,1365,762
88,71,0.44435179233551025,1047,769,1249,886
88,41,0.37725353240966797,44,739,107,831
88,39,0.311404287815094,1373,660,1437,763
88,39,0.2517815828323364,153,740,216,855
89,39,0.42969605326652527,1325,649,1366,760
89,71,0.4113764762878418,1048,770,1252,885
89,41,0.30693110823631287,45,746,110,839
90,41,0.45753470063209534,45,751,113,846
90,39,0.3866378366947174,1325,647,1367,757
90,71,0.35709765553474426,1051,768,1254,883
90,71,0.28821784257888794,1044,753,1501,884
90,72,0.27620524168014526,1651,182,1918,1068
90,46,0.25701484084129333,1060,414,1253,582
91,39,0.3880392014980316,1324,648,1367,758
91,71,0.33913084864616394,1050,768,1254,884
91,41,0.33540451526641846,45,750,111,844
91,46,0.28181391954421997,1061,415,1253,582
91,45,0.2523302435874939,1050,767,1254,884
92,39,0.41582557559013367,1324,648,1367,758
92,71,0.3463841378688812,1050,768,1254,884
92,41,0.326388955116272,45,750,111,844
92,46,0.29600435495376587,1061,415,1253,582
92,45,0.25094354152679443,1050,767,1254,884
93,39,0.38853639364242554,1324,648,1367,759
93,71,0.3874865472316742,1047,769,1253,884
93,46,0.32399284839630127,1056,407,1246,582
93,41,0.28007036447525024,45,749,110,841
94,39,0.4155946969985962,1324,648,1367,759
94,71,0.3993314206600189,1049,769,1253,885
94,46,0.32655206322669983,1056,407,1246,582
95,46,0.6556785702705383,1067,436,1284,598
95,71,0.4363492727279663,1047,769,1253,884
95,39,0.4034138321876526,1324,648,1367,759
96,46,0.6437737345695496,1067,436,1284,598
96,71,0.43393000960350037,1047,769,1253,884
96,39,0.40597429871559143,1324,648,1367,759
97,46,0.6432635188102722,1067,436,1284,598
97,71,0.4337489604949951,1047,769,1253,884
97,39,0.4086073040962219,1324,648,1367,759
98,71,0.33833813667297363,1049,770,1252,884
99,71,0.34415653347969055,1049,770,1253,884
100,39,0.42082855105400085,1324,648,1367,759
100,71,0.4044763147830963,1049,769,1253,885
100,39,0.3338067829608917,1324,650,1369,802
100,39,0.2792004942893982,1375,655,1439,761
101,39,0.4247259795665741,1324,648,1367,759
101,71,0.4010632336139679,1049,769,1253,885
101,39,0.33595478534698486,1324,650,1369,801
101,39,0.280009925365448,1375,655,1439,761
102,39,0.42070290446281433,1324,648,1368,759
102,71,0.40037664771080017,1049,769,1253,885
102,39,0.33418795466423035,1324,650,1369,801
102,39,0.27856260538101196,1375,654,1439,761
103,39,0.38822415471076965,1324,648,1368,759
103,71,0.36984261870384216,1049,769,1253,885
103,39,0.3102555274963379,1324,651,1369,803
104,39,0.40197017788887024,1324,648,1368,759
104,71,0.37016159296035767,1049,769,1253,884
104,39,0.3192235827445984,1324,651,1369,800
104,39,0.2531238794326782,1375,655,1440,761
105,39,0.4551391005516052,1324,648,1367,759
105,79,0.41526272892951965,1574,436,1791,661
105,71,0.3987368643283844,1047,769,1253,884
105,39,0.2853613793849945,1375,655,1439,761
105,72,0.26231905817985535,1586,187,1918,1068
106,39,0.4482201039791107,1324,648,1367,759
106,79,0.4070674777030945,1574,436,1791,661
106,71,0.39286744594573975,1048,769,1253,884
106,39,0.28390419483184814,1375,655,1439,761
106,72,0.2612103819847107,1585,187,1918,1068
106,72,0.2605970501899719,3,15,1696,1010
107,39,0.4450816512107849,1324,648,1367,759
107,79,0.4043786823749542,1574,436,1791,661
107,71,0.39446523785591125,1047,769,1253,884
107,39,0.2809427082538605,1375,655,1439,761
107,72,0.262809693813324,3,15,1696,1011
107,72,0.2607727646827698,1585,187,1918,1068
108,39,0.4405401945114136,1324,648,1367,759
108,71,0.38857418298721313,1047,769,1253,884
108,79,0.3527686297893524,1579,442,1790,662
108,72,0.28613749146461487,1592,187,1918,1069
108,39,0.2772611677646637,1375,655,1439,761
108,72,0.26766231656074524,3,15,1694,1011
109,39,0.41162773966789246,1324,648,1367,759
109,71,0.37224066257476807,1048,769,1254,885
109,79,0.34287965297698975,1579,442,1790,662
109,41,0.30366265773773193,45,750,111,841
109,72,0.2965231239795685,1591,187,1918,1069
109,41,0.2554546594619751,814,717,934,868
110,39,0.3515144884586334,1324,648,1368,759
110,71,0.32894614338874817,1048,769,1254,885
110,72,0.3223007619380951,1566,185,1918,1066
110,41,0.3034953773021698,45,750,111,841
110,41,0.25740891695022583,816,715,952,872
111,77,0.47486209869384766,697,193,1175,846
111,39,0.3390696346759796,1325,648,1367,760
111,41,0.31529879570007324,45,750,110,841
111,72,0.30038130283355713,1565,185,1918,1066
111,39,0.27468615770339966,1324,650,1369,801
112,77,0.4781043231487274,697,193,1175,845
112,39,0.3382062613964081,1325,648,1367,760
112,41,0.31242671608924866,45,750,110,841
112,72,0.3003438413143158,1565,185,1918,1066
112,39,0.27442872524261475,1324,650,1369,802
112,45,0.2503263056278229,1046,770,1253,886
113,77,0.4770202338695526,698,187,1176,850
113,41,0.30815592408180237,45,750,110,841
114,41,0.3254148066043854,45,750,110,841
115,41,0.3216365575790405,45,750,110,841
116,77,0.41394948959350586,727,149,1186,839
116,41,0.32495737075805664,45,750,110,841
116,41,0.27059295773506165,1047,770,1253,885
117,77,0.41566693782806396,727,149,1186,839
117,41,0.3223084509372711,45,750,110,841
117,41,0.2707788348197937,1047,770,1253,885
118,77,0.3592190444469452,727,149,1186,840
118,41,0.3205483853816986,45,750,110,841
119,41,0.3302953243255615,45,750,110,841
119,77,0.2692390978336334,714,161,1164,859
120,41,0.3282700777053833,45,750,110,841
120,77,0.29038071632385254,714,161,1164,860
121,41,0.41201251745224,1044,771,1254,885
121,77,0.3987957537174225,712,186,1162,854
121,41,0.31877124309539795,45,750,110,841
122,41,0.41218331456184387,1045,771,1254,885
122,77,0.3997388780117035,712,186,1162,854
122,41,0.32314562797546387,45,750,110,841
123,41,0.4032023847103119,1044,771,1254,885
123,77,0.39065563678741455,712,186,1162,853
123,41,0.32335105538368225,45,750,110,841
124,41,0.3489713966846466,1047,770,1252,885
124,41,0.3192289173603058,45,750,110,841
124,77,0.2829635441303253,711,182,1157,846
125,41,0.3504321575164795,1047,770,1252,885
125,41,0.31821301579475403,45,750,110,841
125,77,0.31539177894592285,711,180,1157,847
126,77,0.4719732999801636,712,160,1161,849
126,41,0.3964236378669739,1045,771,1254,885
126,41,0.3231657147407532,45,750,110,841
127,77,0.46459272503852844,712,159,1161,849
127,41,0.3965979516506195,1045,771,1254,885
127,41,0.3212336301803589,45,750,110,841
128,45,0.42109963297843933,1046,770,1253,885
128,77,0.4004727303981781,712,155,1160,851
128,39,0.3998755216598511,1325,649,1366,759
128,41,0.3209892511367798,45,750,110,841
128,72,0.30195409059524536,1651,186,1918,1068
128,41,0.25741612911224365,1046,770,1251,885
129,45,0.4875195324420929,1042,770,1253,886
129,39,0.40776193141937256,1325,649,1366,759
129,41,0.30980443954467773,45,750,110,841
129,72,0.3003807067871094,1652,186,1918,1068
130,45,0.5327444076538086,1043,770,1253,886
130,39,0.47506827116012573,1324,648,1367,759
130,39,0.39632681012153625,1324,650,1369,812
130,41,0.3109070658683777,45,750,110,841
130,39,0.29590240120887756,1375,656,1441,761
131,39,0.46144190430641174,1324,648,1367,759
131,39,0.3949839770793915,1324,650,1369,808
131,41,0.35376495122909546,45,750,110,841
131,39,0.2948990762233734,1376,654,1439,761
131,45,0.25144249200820923,1042,770,1254,886
132,39,0.46285712718963623,1324,648,1367,759
132,39,0.3956965208053589,1324,650,1369,809
132,41,0.35364818572998047,45,750,110,841
132,39,0.2967997193336487,1376,654,1439,761
132,45,0.25093260407447815,1042,770,1254,886
133,39,0.43550148606300354,1324,648,1367,759
133,41,0.3541298508644104,45,750,110,841
133,72,0.2951745390892029,1649,186,1918,1066
133,39,0.28196966648101807,1376,656,1441,760
133,45,0.255885511636734,1042,768,1254,886
134,39,0.4014357924461365,1324,648,1367,759
134,33,0.342038631439209,468,121,1182,810
134,41,0.334543913602829,45,750,111,841
135,39,0.4063816964626312,1324,648,1367,759
135,41,0.3341638743877411,45,750,111,841
135,33,0.32444876432418823,468,121,1182,810
136,41,0.35969775915145874,45,750,111,841
136,39,0.32509419322013855,1325,649,1367,759
137,41,0.36054518818855286,45,750,111,841
137,39,0.3244532644748688,1325,649,1367,759
138,41,0.3607989251613617,45,750,111,841
138,39,0.32206669449806213,1325,649,1367,759
139,41,0.35129013657569885,45,750,110,841
139,39,0.33679577708244324,1324,648,1367,759
139,0,0.29161158204078674,466,449,1163,879
140,41,0.3546631932258606,45,750,111,841
140,39,0.3352917432785034,1324,648,1367,759
140,0,0.295462042093277,466,449,1163,878
141,39,0.42684468626976013,1324,648,1367,759
141,41,0.3173610270023346,45,750,111,841
141,39,0.31226494908332825,1376,654,1439,761
141,72,0.30577364563941956,1649,186,1918,1066
142,39,0.4243755340576172,1324,648,1367,759
142,41,0.3176191449165344,45,750,111,841
142,39,0.31062209606170654,1376,654,1439,761
142,72,0.30450236797332764,1649,186,1918,1066
143,39,0.42550233006477356,1324,648,1367,759
143,41,0.3161046802997589,45,750,111,841
143,39,0.31033235788345337,1376,654,1439,761
143,72,0.30400314927101135,1649,186,1918,1066
144,39,0.36715149879455566,1324,648,1367,759
144,41,0.34702789783477783,45,750,111,841
144,45,0.3052186071872711,1046,768,1254,886
144,72,0.27489110827445984,1649,186,1918,1066
145,39,0.3679177165031433,1324,648,1367,759
145,41,0.34888502955436707,45,750,111,841
145,45,0.3050835430622101,1046,768,1254,886
145,72,0.2737855613231659,1649,186,1918,1066
146,39,0.3871136009693146,1324,648,1367,759
146,33,0.3504037857055664,533,347,1088,869
146,41,0.32819849252700806,45,750,111,841
146,72,0.2890852689743042,1649,186,1918,1066
147,39,0.38466376066207886,1324,648,1367,759
147,33,0.34858039021492004,533,347,1088,869
147,41,0.3280050456523895,45,750,111,841
147,72,0.28835299611091614,1649,186,1918,1066
148,39,0.3854348957538605,1324,648,1367,759
148,33,0.3392837643623352,533,346,1088,869
148,41,0.3265449106693268,45,750,111,841
148,72,0.28437915444374084,1649,186,1918,1066
149,39,0.4012642204761505,1324,648,1367,759
149,41,0.357085645198822,45,750,111,841
150,39,0.39724764227867126,1324,648,1367,759
150,41,0.356591135263443,45,750,111,841
151,41,0.33011990785598755,45,750,111,841
151,39,0.3236846327781677,1325,648,1366,759
151,45,0.27247223258018494,1051,770,1252,886
152,41,0.3304157257080078,45,750,111,841
152,39,0.328239768743515,1325,648,1366,759
152,45,0.2775845229625702,1051,770,1252,886
153,39,0.33688411116600037,1325,648,1366,759
153,41,0.3292063772678375,45,750,111,841
153,45,0.2707321345806122,1051,770,1253,886
154,39,0.40695929527282715,1325,649,1366,759
154,41,0.34804651141166687,45,750,111,841
154,0,0.27512088418006897,780,325,1269,882
155,39,0.4042143225669861,1325,649,1366,759
155,41,0.3491721749305725,45,750,111,841
155,0,0.28710076212882996,780,327,1269,882
156,0,0.46188074350357056,596,176,1184,875
156,39,0.3992006778717041,1324,648,1367,759
156,72,0.31825169920921326,1649,186,1918,1066
156,41,0.2677079439163208,45,750,110,841
156,39,0.2598555088043213,1376,654,1439,761
157,0,0.46264198422431946,596,176,1184,874
157,39,0.400078684091568,1324,648,1367,759
157,72,0.31722381711006165,1649,186,1918,1066
157,41,0.26687946915626526,45,750,110,841
157,39,0.2597423791885376,1376,654,1439,761
158,0,0.46936896443367004,596,176,1184,875
158,39,0.4006175696849823,1324,648,1367,759
158,72,0.31757795810699463,1650,186,1918,1066
158,41,0.26843589544296265,45,750,110,841
158,39,0.2615343928337097,1376,654,1439,761
159,0,0.5636002421379089,509,141,1084,878
159,39,0.43070730566978455,1324,648,1367,759
159,72,0.29940375685691833,1649,186,1918,1066
159,39,0.2534134089946747,1376,654,1439,761
160,0,0.557043731212616,509,141,1084,878
160,39,0.4270530939102173,1324,648,1367,759
160,72,0.2955068051815033,1649,186,1918,1066
160,39,0.2511969804763794,1376,654,1439,761
161,77,0.575113832950592,433,174,969,870
161,39,0.4194454252719879,1324,649,1367,759
161,41,0.29726722836494446,45,750,111,841
161,72,0.2882794141769409,1649,186,1918,1066
162,77,0.5714931488037109,433,181,970,870
162,39,0.41777119040489197,1324,649,1367,759
162,41,0.2948325276374817,45,750,111,841
162,72,0.29365307092666626,1649,186,1918,1066
163,77,0.5820674896240234,433,185,971,869
163,39,0.41966256499290466,1324,649,1367,759
163,41,0.2938278913497925,45,750,111,841
163,72,0.2927011251449585,1649,186,1918,1066
164,39,0.46994253993034363,1324,648,1367,759
164,0,0.41053998470306396,307,249,942,878
164,41,0.3376683294773102,45,750,111,841
164,45,0.3242039978504181,1050,769,1253,886
164,72,0.29024261236190796,1649,186,1918,1066
164,39,0.26261767745018005,1376,654,1439,761
165,39,0.46881183981895447,1324,648,1367,759
165,0,0.398158460855484,307,250,942,878
165,41,0.3356855809688568,45,750,111,841
165,45,0.3301903009414673,1050,769,1253,886
165,72,0.28677764534950256,1649,186,1918,1066
165,39,0.26224789023399353,1376,654,1439,761
166,39,0.4313945174217224,1324,648,1367,759
166,45,0.3847121000289917,1049,768,1253,885
166,41,0.3450820744037628,45,750,111,841
166,72,0.2885093688964844,1649,186,1918,1066
166,39,0.2759738564491272,1376,654,1439,761
167,39,0.42987045645713806,1324,648,1367,759
167,45,0.3845003843307495,1049,768,1253,885
167,41,0.34338775277137756,45,750,111,841
167,72,0.291061133146286,1649,186,1918,1066
167,39,0.2763158082962036,1376,654,1439,761
168,39,0.4284096956253052,1324,648,1367,759
168,45,0.38414913415908813,1049,769,1253,885
168,41,0.3415130376815796,45,750,111,841
168,72,0.28617605566978455,1649,186,1918,1066
168,39,0.27631255984306335,1376,654,1439,761
169,39,0.44018059968948364,1324,648,1367,759
169,45,0.318806529045105,1049,768,1254,886
169,72,0.2928347885608673,1649,186,1918,1066
169,39,0.2845178544521332,1376,654,1439,761
169,41,0.2682453393936157,45,750,111,841
170,39,0.4394082725048065,1324,648,1367,759
170,45,0.3192533850669861,1049,768,1254,886
170,72,0.2907833755016327,1649,186,1918,1066
170,39,0.28500285744667053,1376,654,1439,761
170,41,0.2674304246902466,45,750,111,841
171,39,0.43255966901779175,1324,648,1367,759
171,45,0.2993610203266144,1048,768,1255,886
171,41,0.29238420724868774,45,750,111,841
172,39,0.4324452877044678,1324,648,1367,759
172,45,0.29952916502952576,1048,768,1254,886
172,41,0.290934681892395,45,750,111,841
173,39,0.4326254725456238,1324,648,1367,759
173,45,0.30070188641548157,1048,768,1254,886
173,41,0.28939998149871826,45,750,111,841
174,39,0.48405006527900696,1324,648,1368,759
174,0,0.3486415445804596,504,141,1384,814
174,39,0.31798848509788513,1376,654,1439,761
174,41,0.30707502365112305,45,750,111,841
175,39,0.4842071533203125,1324,648,1368,759
175,0,0.35183262825012207,504,141,1382,814
175,39,0.31908947229385376,1376,654,1439,761
175,41,0.30719855427742004,45,750,111,841
176,39,0.43656694889068604,1324,648,1367,759
176,41,0.31672942638397217,45,750,111,841
176,39,0.31265532970428467,1376,653,1439,761
177,39,0.4368434250354767,1324,648,1367,759
177,41,0.3179126977920532,45,750,111,841
177,39,0.31387490034103394,1376,653,1439,761
178,39,0.43681585788726807,1324,648,1367,759
178,41,0.3163568675518036,45,750,111,841
178,39,0.31206512451171875,1376,653,1439,761
179,41,0.34429702162742615,45,750,111,841
180,41,0.3447093963623047,45,750,111,841
181,41,0.33646976947784424,45,750,111,841
182,41,0.3359620273113251,45,750,111,841
183,41,0.3367038071155548,45,750,111,841
184,41,0.46170464158058167,1048,771,1252,885
184,41,0.3338560163974762,45,750,111,841
184,33,0.32562607526779175,870,215,1472,737
184,33,0.31506067514419556,879,215,1424,565
185,41,0.4629141390323639,1048,771,1252,885
185,41,0.33276164531707764,45,750,111,841
185,33,0.32902929186820984,869,215,1471,737
185,33,0.3156317174434662,879,215,1424,565
186,41,0.3343738913536072,45,750,111,841
187,41,0.33352944254875183,45,750,111,841
188,41,0.3350074291229248,45,750,111,841
189,0,0.5019831657409668,1114,195,1607,877
189,41,0.3360666334629059,45,750,111,841
189,0,0.2550237476825714,1113,199,1836,885
190,0,0.5087489485740662,1114,196,1607,877
190,41,0.3341468870639801,45,750,111,841
190,0,0.26296529173851013,1113,201,1830,884
191,41,0.36606529355049133,45,750,111,841
191,72,0.2700713276863098,0,13,1661,1040
192,41,0.36517223715782166,45,750,111,841
192,72,0.27070459723472595,0,13,1660,1039
193,41,0.3667443096637726,45,750,111,841
193,72,0.272551953792572,0,14,1659,1039
194,72,0.7529762983322144,1659,186,1918,1069
194,45,0.6775477528572083,1049,769,1252,885
194,39,0.43489861488342285,1325,648,1367,759
194,41,0.3658452332019806,45,750,111,841
194,39,0.32125455141067505,1374,656,1441,760
195,72,0.7511835694313049,1659,186,1918,1069
195,45,0.6774583458900452,1049,769,1252,885
195,39,0.44009533524513245,1325,648,1367,759
195,41,0.3656693398952484,45,750,111,841
195,39,0.3164578676223755,1375,656,1441,760
196,72,0.4039773643016815,1650,187,1918,1067
196,41,0.36639443039894104,45,750,111,841
196,45,0.34416377544403076,1049,770,1252,885
196,72,0.31132644414901733,2,16,1678,1027
197,72,0.3936053216457367,1650,187,1918,1067
197,41,0.36550647020339966,45,750,111,841
197,45,0.3418457806110382,1049,770,1252,885
197,72,0.3196498155593872,2,16,1677,1027
198,72,0.38964906334877014,1650,187,1918,1067
198,41,0.3660486042499542,45,750,111,841
198,45,0.33695560693740845,1049,770,1252,885
198,72,0.31693488359451294,2,16,1677,1026
199,72,0.46460026502609253,7,25,1694,993
199,39,0.38838574290275574,1324,650,1365,761
199,72,0.3539038598537445,1647,193,1918,1066
199,39,0.33889061212539673,1323,652,1367,819
199,39,0.31938818097114563,1374,656,1438,762
199,41,0.2889449894428253,46,744,110,836
199,39,0.2676028907299042,154,742,219,861
200,41,0.36735212802886963,45,754,111,848
200,72,0.3062947988510132,1,15,1670,1016
200,39,0.3043346405029297,1325,646,1367,757
200,45,0.29109129309654236,1007,744,1202,865
200,72,0.2860545217990875,1653,181,1918,1070
201,39,0.4704081416130066,1325,648,1366,759
201,72,0.4177360236644745,4,5,1673,1055
201,41,0.35903412103652954,44,750,110,840
201,71,0.2983327805995941,978,742,1175,878
201,72,0.2686321437358856,1649,186,1918,1066
201,45,0.2600806951522827,978,742,1175,876
202,39,0.4711051285266876,1325,648,1366,759
202,72,0.41299504041671753,4,5,1671,1055
202,41,0.3692474961280823,44,750,110,841
202,71,0.2903800308704376,978,742,1175,878
202,45,0.2616153955459595,978,742,1175,876
202,72,0.2566598355770111,1648,186,1918,1066
203,39,0.4720315635204315,1325,648,1366,759
203,72,0.4114147126674652,4,5,1671,1056
203,41,0.36415666341781616,44,750,110,841
203,71,0.2896870970726013,978,742,1175,878
203,45,0.2614467442035675,978,742,1175,876
204,39,0.4842420220375061,1324,648,1367,759
204,41,0.41987231373786926,44,750,111,841
204,72,0.3640146255493164,8,6,1687,1041
204,45,0.29569515585899353,945,758,1142,886
204,39,0.29321181774139404,1375,654,1440,761
205,39,0.4914582073688507,1324,648,1367,759
205,41,0.4199073314666748,44,750,111,841
205,72,0.3579827547073364,9,6,1687,1041
205,45,0.29614758491516113,945,758,1142,886
205,39,0.2929515838623047,1375,653,1440,761
206,45,0.5446397066116333,939,754,1137,885
206,39,0.54365074634552,1325,648,1366,759
206,41,0.41100457310676575,44,750,111,840
206,39,0.3265542685985565,1375,654,1440,760
206,72,0.2696444094181061,5,14,1700,1034
206,39,0.2669357657432556,1057,681,1118,757
207,45,0.5436410903930664,939,754,1137,885
207,39,0.5432915091514587,1325,648,1366,759
207,41,0.4087020456790924,44,750,111,840
207,39,0.3235066831111908,1375,654,1440,760
207,72,0.2861875593662262,5,14,1699,1032
207,39,0.2682996094226837,1057,681,1118,757
208,45,0.5464344620704651,939,754,1137,885
208,39,0.5435780882835388,1324,648,1366,759
208,41,0.415874719619751,44,750,111,840
208,39,0.3211642801761627,1375,654,1440,760
208,72,0.29646146297454834,6,14,1699,1035
208,39,0.2863125503063202,1057,681,1119,757
209,45,0.7507414817810059,958,763,1156,887
209,39,0.5593673586845398,1324,648,1366,759
209,39,0.43914979696273804,1323,649,1368,803
209,41,0.4090423583984375,44,750,111,841
209,39,0.3803738057613373,1375,653,1440,761
209,72,0.3201986253261566,1650,185,1918,1066
209,39,0.30757272243499756,1057,680,1117,763
210,45,0.747704029083252,958,763,1156,887
210,39,0.55982905626297,1324,648,1366,759
210,39,0.44256168603897095,1323,649,1368,799
210,41,0.39598700404167175,44,750,111,841
210,39,0.38689950108528137,1375,653,1440,761
210,72,0.32628798484802246,1650,185,1918,1066
210,39,0.31060153245925903,1057,680,1117,763
211,45,0.7192680835723877,962,767,1165,887
211,39,0.5413901805877686,1324,648,1366,759
211,39,0.4293252229690552,1323,649,1369,809
211,41,0.4270094335079193,44,750,111,841
211,39,0.37561216950416565,1375,653,1439,761
211,72,0.3068561553955078,1649,185,1918,1066
211,39,0.30608490109443665,1057,681,1118,760
211,72,0.2796993553638458,3,16,1676,1043
212,45,0.7190697193145752,962,767,1165,887
212,39,0.5405475497245789,1324,648,1366,759
212,39,0.430426687002182,1323,649,1369,809
212,41,0.4217664301395416,44,750,111,841
212,39,0.3744133412837982,1375,653,1440,761
212,39,0.3061571419239044,1057,681,1118,760
